id,target_grammar_id,target_usage_index,type,question,options,correct_index,explanation
GT_N1_011_01,N1_011,0,CHOICE,周[しゅう]囲[い]からどのような批[ひ]判[はん]を浴[あ]び______、自[みずか]らの考[かんが]えを最[さい]後[ご]まで貫[つらぬ]くべきだ。,"[""ようとも"", ""ようにも"", ""ようとして"", ""ようものなら""]",0,"文意：无论遭受周围人怎样的批判的声音，我都应该将自己的想法贯彻到底。
考点：「動意向形＋とも」表示假定条件的逆接，「无论...都...」。「ようにも」表示想做也做不到，「ようとして」表示正要做，「ようものなら」表示一旦做了就会。"
GT_N1_011_02,N1_011,0,CHOICE,母[はは]はどんなに辛[つら]______、決[けっ]してぐちを言[い]わなかった。,"[""くても"", ""くとも"", ""ければ"", ""いなら""]",1,"文意：母亲不管多么辛苦，从来不抱怨。
考点：「イ形＋くとも」表示假定条件的逆接，常与「どんなに」连用。「くても」虽意思相近但不如该句型正式，「ければ」表示条件，「いなら」不是正确形式。"
GT_N1_011_03,N1_011,0,CHOICE,どんなに反[はん]対[たい]され______、自[じ]分[ぶん]が正[ただ]しいと思[おも]う道[みち]を進[すす]みたい。,"[""ても"", ""ようとも"", ""たら"", ""れば""]",1,"文意：不管大家怎么反对，我会坚持走自己认为正确的路。
考点：「動意向形＋とも」表示假定条件的逆接，后项使用表示意志的「たい」。「ても」语气较弱，「たら」「れば」表示条件。"
GT_N1_011_04,N1_011,0,CHOICE,たとえ失[しっ]敗[ぱい]し______、挑[ちょう]戦[せん]することに意[い]味[み]がある。,"[""ようとも"", ""ようにも"", ""ようと"", ""ようか""]",0,"文意：即使失败了，挑战本身也是有意义的。
考点：「動意向形＋とも」表示假定条件的逆接，常与「たとえ」连用。「ようにも」表示想做也做不到，「ようと」也可以但「ようとも」更正式。"
GT_N1_011_05,N1_011,0,CHOICE,いくら時[じ]間[かん]がかかろ______、最[さい]後[ご]までやり遂[と]げる。,"[""うとも"", ""うにも"", ""うとして"", ""うものなら""]",0,"文意：不管花多少时间，都要坚持到底。
考点：「動意向形＋とも」表示假定条件的逆接，常与「いくら」连用。后项使用表示决心的表达。「うにも」表示想做也做不到，「うとして」表示正要做，「うものなら」表示一旦做了就会。"
GT_N1_012_01,N1_012,0,CHOICE,風[か]邪[ぜ]で喉[のど]が痛[いた]くて、声[こえ]を出[だ]そう______出[だ]せない。,"[""としても"", ""にも"", ""とすれば"", ""としたら""]",1,"文意：感冒了嗓子痛，即使想说话也发不出声音。
考点：「動意向形＋にも＋動可能形否定」表示「即使想...也不能...」。前后为同一动词时，后项用可能形的否定。「としても」「とすれば」「としたら」均为假设表达。"
GT_N1_012_02,N1_012,0,CHOICE,こんなに騒[さわ]がしい部[へ]屋[や]では、赤[あか]ん坊[ぼう]を寝[ね]かせよう______寝[ね]かせられない。,"[""としても"", ""にも"", ""ものなら"", ""とすれば""]",1,"文意：房间里这么吵，想哄孩子睡觉也没有办法。
考点：「動意向形＋にも＋動可能形否定」表示「即使想...也没办法...」。「としても」表示即使，「ものなら」表示如果能的话，「とすれば」表示假设。"
GT_N1_012_03,N1_012,0,CHOICE,彼[かの]女[じょ]が会[かい]社[しゃ]を辞[や]めたのには、言[い]う______言[い]えない事[じ]情[じょう]があったに違[ちが]いない。,"[""にも"", ""に"", ""ように"", ""としても""]",1,"文意：她之所以辞职一定有一些无法跟大家言明的原因。
考点：「言うに言えない」是固定用法，意为「没法讲述的」「说不出口的」。「にも」需要意向形，「ように」「としても」形式不符。"
GT_N1_012_04,N1_012,0,CHOICE,お金[かね]がなくて、旅[りょ]行[こう]に行[い]こう______行[い]けない。,"[""としても"", ""にも"", ""ものなら"", ""とすれば""]",1,"文意：没有钱，想去旅行也去不了。
考点：「動意向形＋にも＋動可能形否定」表示「即使想...也不能...」。前后为同一动词「行く」，后项用可能形否定「行けない」。"
GT_N1_012_05,N1_012,0,CHOICE,足[あし]を怪[け]我[が]して、歩[ある]こう______歩[ある]けない。,"[""としても"", ""にも"", ""ように"", ""ものなら""]",1,"文意：脚受伤了，想走也走不了。
考点：「動意向形＋にも＋動可能形否定」表示「即使想...也不能...」。「歩こう」是「歩く」的意向形，「歩けない」是可能形否定。"
GT_N1_013_01,N1_013,0,CHOICE,その新[あら]たな雇[こ]用[よう]対[たい]策[さく]が有[ゆう]効[こう]である______、結[けっ]果[か]が出[で]るのはまだ先[さき]のことだ。,"[""かどうか"", ""か否か"", ""かないか"", ""かそれとも""]",1,"文意：新的雇佣政策是否有效，要过一段时间才能知道。
考点：「ナ形語幹＋である＋か否か」表示「是否...」，是较正式的书面用语。「かどうか」意思相同但较口语化，「かないか」「かそれとも」不是正确形式。"
GT_N1_013_02,N1_013,0,CHOICE,秘[ひ]密[みつ]を打[う]ち明[あ]けるべき______で悩[なや]んでいます。,"[""かどうか"", ""か否か"", ""かないか"", ""かしないか""]",1,"文意：是否该把秘密讲出来呢，为此我感到烦恼。
考点：「動辞書形＋か否か」表示「是否...」。「かどうか」意思相同但较口语化，「かないか」「かしないか」不是正确形式。"
GT_N1_013_03,N1_013,0,CHOICE,不[ふ]良[りょう]少[しょう]年[ねん]たちの迷[めい]惑[わく]行[こう]為[い]を通[つう]報[ほう]する______で迷[まよ]った。,"[""か否か"", ""かどうか"", ""かもしれない"", ""かしないか""]",0,"文意：犹豫着是否要将一群不良少年的非法行为报警。
考点：「動辞書形＋か否か」表示「是否...」，是较正式的书面用语，与「かどうか」意思相同。「かもしれない」表示也许，「かしないか」不是正确形式。"
GT_N1_013_04,N1_013,0,CHOICE,この計[けい]画[かく]が実[じつ]現[げん]可[か]能[のう]______は、今[いま]後[ご]の調[ちょう]査[さ]次[し]第[だい]だ。,"[""か否か"", ""かどうか"", ""かどうかは"", ""であるか否か""]",0,"文意：这个计划是否能实现，要看今后的调查结果。
考点：「名＋か否か」表示「是否...」。名词直接接续「か否か」。「かどうか」较口语化，「であるか否か」虽然也正确但本题名词可直接接续。"
GT_N1_013_05,N1_013,0,CHOICE,参[さん]加[か]する______は、明[あした]日[あす]までに連[れん]絡[らく]してください。,"[""かどうか"", ""か否か"", ""かしないか"", ""かどか""]",1,"文意：是否参加，请在明天之前联系。
考点：「動辞書形＋か否か」表示「是否...」，是较正式的书面用语。「かどうか」意思相同但较口语化，「かしないか」「かどか」不是正确形式。"
GT_N1_014_01,N1_014,0,CHOICE,自[じ]分[ぶん]の作[さく]品[ひん]がこんなに大[おお]勢[ぜい]の人[ひと]に評[ひょう]価[か]されるとは、本[ほん]当[とう]にうれしい______だ。,"[""ばかり"", ""限り"", ""まで"", ""ほど""]",1,"文意：自己的作品能够得到这么多人的好评让我很开心。
考点：「イ形＋限りだ」表示强烈的感情，「无比...」「...极了」。「ばかり」表示全是，「まで」表示甚至，「ほど」表示程度。"
GT_N1_014_02,N1_014,0,CHOICE,小[しょう]学[がっ]校[こう]からずっと仲[なか]のよかった彼[かの]女[じょ]が遠[とお]くに引[ひ]っ越[こ]すのは、寂[さび]しい______だ。,"[""限り"", ""ばかり"", ""まで"", ""ほど""]",0,"文意：从小学开始关系一直很好的朋友要搬家到很远的地方，让我觉得很寂寞。
考点：「イ形＋限りだ」表示强烈的感情。「寂しい」是表示情感的形容词，与该句型搭配表示「非常寂寞」。"
GT_N1_014_03,N1_014,0,CHOICE,一[いっ]家[か]揃[そろ]って海[かい]外[がい]旅[りょ]行[こう]に行[い]くなんて、羨[うらや]ましい______だ。,"[""ほど"", ""まで"", ""限り"", ""ばかり""]",2,"文意：全家人一起到国外旅行，真是让人无比羡慕。
考点：「イ形＋限りだ」表示强烈的感情，「羨ましい」是表示情感的形容词。「ほど」表示程度，「まで」表示甚至，「ばかり」表示全是。"
GT_N1_014_04,N1_014,0,CHOICE,こんな素[す]晴[ば]らしい賞[しょう]をいただけるとは、光[こう]栄[えい]の______だ。,"[""限り"", ""ほど"", ""まで"", ""ばかり""]",0,"文意：能够获得这么棒的奖项，真是无上的光荣。
考点：「名＋の＋限りだ」表示强烈的感情。「光栄」是名词，接续时需要用「の」。"
GT_N1_014_05,N1_014,0,CHOICE,長[なが]年[ねん]の夢[ゆめ]が実[じつ]現[げん]して、心[こころ]から嬉[うれ]しい______だ。,"[""ばかり"", ""限り"", ""ほど"", ""まで""]",1,"文意：多年的梦想实现了，由衷地感到高兴。
考点：「イ形＋限りだ」表示强烈的感情，常用「うれしい」「寂しい」「羨ましい」等表示情感的词。"
GT_N1_015_01,N1_015,0,CHOICE,信[しん]用[よう]というものは、いったん失[うしな]った______、取[と]り戻[もど]すのは難[むずか]しい。,"[""が最後"", ""からには"", ""以上"", ""ものなら""]",0,"文意：信用一旦失去了，就难以挽回。
考点：「動た形＋が最後」表示「一旦...就...」，暗示一旦发生就会有不好的结果。「からには」表示既然，「以上」表示既然，「ものなら」表示如果能的话。"
GT_N1_015_02,N1_015,0,CHOICE,こんな貴[き]重[ちょう]な本[ほん]は、一[いち]度[ど]手[て]放[ばな]した______、二[に]度[ど]とこの手[て]には戻[もど]って来[こ]ないだろう。,"[""からには"", ""が最後"", ""以上"", ""ものの""]",1,"文意：如此珍贵的书，一旦脱手就再也无法找回来吧。
考点：「動た形＋が最後」表示「一旦...就...」。「からには」表示既然，「以上」表示既然，「ものの」表示虽然...但是。"
GT_N1_015_03,N1_015,0,CHOICE,それを言[い]っ______、君[きみ]たち二[ふた]人[り]の友[ゆう]情[じょう]は完[かん]全[ぜん]にこわれてしまうよ。,"[""たが最後"", ""たら最後"", ""たからには"", ""た以上""]",1,"文意：一旦说出那句话，你俩的友谊就会彻底决裂的。
考点：「動た形＋ら最後」是「が最後」的另一种形式，表示「一旦...就...」。「動た形＋が最後」也正确。「たからには」「た以上」表示既然。"
